"","m.id","cohesion"
"1","2885",0.981651376146789
"2","3104",1
"3","3467",1
"4","3550",0.990875912408759
"5","3652",0.983974358974359
"6","3788",0.943283582089552
"7","3885",0.98876404494382
"8","3916",0.986622073578595
"9","3954",0.994623655913978
"10","3978",0.974226804123711
"11","3996",0.966216216216216
"12","4065",0.897849462365591
"13","4076",1
"14","4148",0.994285714285714
"15","4201",0.904255319148936
"16","4214",0.957055214723926
"17","4250",0.846491228070175
"18","4259",1
"19","4263",0.945098039215686
"20","4287",0.958847736625514
"21","4294",0.996742671009772
"22","4307",0.978902953586498
"23","4315",0.956310679611651
"24","4377",0.806451612903226
"25","4382",0.949748743718593
"26","4435",0.954314720812183
"27","4453",0.982646420824295
"28","4459",0.933333333333333
"29","4461",0.945762711864407
"30","4464",0.98825831702544
"31","4492",0.981981981981982
"32","4548",1
"33","4555",0.977611940298508
"34","4578",0.978779840848806
"35","4579",1
"36","4594",0.94954128440367
"37","4614",0.708701134930643
"38","4622",1
"39","4636",0.914110429447853
"40","4638",0.952191235059761
"41","4696",0.989399293286219
"42","4705",1
"43","4728",0.989830508474576
"44","4732",0.996984924623116
"45","4734",1
"46","4746",0.618055555555556
"47","4755",0.999111111111111
"48","4762",0.981684981684982
"49","4769",0.993630573248408
"50","4783",1
"51","4804",0.884615384615385
"52","4805",0.982233502538071
"53","4806",0.998997995991984
"54","4811",0.930769230769231
"55","4822",0.99869109947644
"56","4834",0.9984
"57","4836",0.989473684210526
"58","4851",0.963133640552995
"59","4859",0.920529801324503
"60","4860",0.961904761904762
"61","4872",0.983739837398374
"62","4884",0.9
"63","4885",0.910204081632653
"64","4893",0.964197530864198
"65","4911",0.958730158730159
"66","4929",0.961098398169336
"67","4943",0.997752808988764
"68","4949",1
"69","4958",1
"70","4962",0.474226804123711
"71","4968",0.993055555555556
"72","4995",0.948412698412698
"73","5015",0.987603305785124
"74","5017",0.897435897435897
"75","5024",0.989700374531835
"76","5025",0.79840848806366
"77","5034",1
"78","5038",0.950920245398773
"79","5042",0.563218390804598
"80","5044",0.843478260869565
"81","5048",0.89009009009009
"82","5050",0.982035928143713
"83","5053",0.778301886792453
"84","5059",0.994219653179191
"85","5060",0.978693181818182
"86","5061",0.903930131004367
"87","5071",0.998991935483871
"88","5072",0.908096280087527
"89","5080",0.971631205673759
"90","5084",0.8
"91","5085",1
"92","5087",0.99644128113879
"93","5088",1
"94","5093",0.888288288288288
"95","5096",0.975609756097561
"96","5099",0.936530324400564
"97","5113",0.848167539267016
"98","5119",1
"99","5120",0.964705882352941
"100","5122",1
"101","5129",0.927007299270073
"102","5130",0.873684210526316
"103","5133",0.834170854271357
"104","5137",0.827586206896552
"105","5138",0.966555183946488
"106","5146",0.971428571428571
"107","5150",0.925773195876289
"108","5153",1
"109","5154",1
"110","5160",0.799076212471132
"111","5172",1
"112","5173",0.91566265060241
"113","5185",0.991935483870968
"114","5186",1
"115","5194",0.926430517711172
"116","5196",0.972222222222222
"117","5201",1
"118","5203",0.96734693877551
"119","5207",0.729545454545454
"120","5213",1
"121","5214",0.881287726358149
"122","5218",0.78494623655914
"123","5226",0.938235294117647
"124","5236",0.982800982800983
"125","5246",0.916666666666667
"126","5249",0.917491749174917
"127","5253",0.836666666666667
"128","5259",0.973076923076923
"129","5277",0.952066115702479
"130","5286",0.89873417721519
"131","5306",0.914425427872861
"132","5313",0.986460348162476
"133","5318",0.901041666666667
