"","m.id","cohesion"
"1","2989",0.80952380952381
"2","3104",1
"3","4148",1
"4","4263",1
"5","4304",1
"6","4307",1
"7","4377",0.991071428571429
"8","4576",1
"9","4594",0.948717948717949
"10","4614",0.981651376146789
"11","4638",1
"12","4705",0.9875
"13","4732",1
"14","4783",1
"15","4804",1
"16","4851",1
"17","4885",0.985915492957746
"18","4892",0.0625
"19","4893",0.956521739130435
"20","4943",1
"21","4962",0.973684210526316
"22","5025",1
"23","5085",1
"24","5093",1
"25","5137",1
"26","5150",0.970588235294118
"27","5160",1
"28","5172",1
"29","5177",0.954022988505747
"30","5186",1
"31","5194",1
"32","5201",1
"33","5203",1
"34","5207",0.988636363636364
"35","5236",1
"36","5255",1
"37","5286",1
"38","5318",1
"39","5343",1
"40","5390",0.970588235294118
"41","5394",0.959183673469388
"42","5402",0.951612903225806
"43","5403",1
"44","5419",0.976744186046512
"45","5427",1
"46","5457",0.984615384615385
"47","5541",0.976744186046512
"48","5543",1
"49","5558",1
"50","5571",0.989010989010989
"51","5604",1
"52","5605",1
"53","5630",0.989130434782609
"54","5641",1
"55","5644",1
"56","5654",1
"57","5657",1
"58","5661",1
"59","5665",1
"60","5669",1
"61","5670",0.0333333333333333
"62","5676",1
"63","5681",1
"64","5688",1
"65","5691",1
"66","5702",1
"67","5719",1
"68","5730",1
"69","5733",1
"70","5738",1
"71","5746",1
"72","5747",0.987179487179487
"73","5750",1
"74","5753",1
"75","5772",0.3125
"76","5779",1
"77","5781",1
"78","5786",1
"79","5788",1
"80","5791",1
"81","5795",1
"82","5814",1
"83","5823",0.975
"84","5831",0.991935483870968
"85","5833",0.989473684210526
"86","5837",1
"87","5844",1
"88","5850",0.975
"89","5853",1
"90","5854",0.96078431372549
"91","5862",1
"92","5865",1
"93","5869",1
"94","5872",1
"95","5878",1
"96","5880",0.966666666666667
"97","5900",0.988636363636364
"98","5904",1
"99","5909",0.978494623655914
"100","5922",1
"101","5923",1
"102","5930",1
"103","5935",1
"104","5938",0.988372093023256
"105","5942",0.986486486486487
"106","5944",1
"107","5949",0.974358974358974
"108","5953",0.987179487179487
"109","5956",1
"110","5957",1
"111","5958",1
"112","5964",0.9875
"113","5970",1
"114","5971",1
"115","5975",0.97752808988764
"116","5991",1
"117","5992",0.980769230769231
"118","5993",1
"119","6004",1
"120","6005",1
"121","6008",1
"122","6014",1
"123","6015",0.989247311827957
"124","6016",0.98989898989899
"125","6030",0.985714285714286
"126","6031",1
"127","6032",1
"128","6033",0.935483870967742
"129","6037",1
"130","6041",0.989010989010989
"131","6044",0.939759036144578
"132","6045",1
"133","6048",1
"134","6075",1
"135","6076",1
"136","6082",1
"137","6086",1
"138","6104",1
"139","6111",0.988636363636364
"140","6113",1
"141","6114",0.985294117647059
"142","6119",1
"143","6122",0.977011494252874
"144","6126",1
"145","6127",1
"146","6132",0.978021978021978
"147","6135",1
"148","6137",0.947368421052632
"149","6142",1
"150","6151",1
"151","6152",0.990654205607477
"152","6153",1
"153","6155",1
"154","6156",1
"155","6159",1
"156","6161",1
"157","6167",1
"158","6170",1
"159","6171",1
"160","6176",0.962962962962963
"161","6177",0.976190476190476
"162","6179",1
"163","6193",0.985714285714286
"164","6206",1
"165","6211",1
"166","6224",1
"167","6225",1
"168","6228",1
"169","6229",1
"170","6230",1
"171","6232",1
"172","6241",1
"173","6248",0.968253968253968
"174","6249",0.967741935483871
"175","6251",1
"176","6252",1
"177","6256",1
"178","6257",0.987951807228916
"179","6261",0.989130434782609
"180","6262",0.991228070175439
"181","6263",1
"182","6265",0.98936170212766
"183","6274",1
"184","6284",1
"185","6285",1
"186","6291",1
"187","6293",0.989583333333333
"188","6295",0.981818181818182
"189","6304",1
"190","6316",1
"191","6338",1
"192","6341",1
"193","6343",0.951456310679612
"194","6347",1
"195","6351",1
"196","6353",0.967741935483871
"197","6355",1
"198","6368",1
"199","6371",0.985915492957746
"200","6372",1
"201","6374",1
"202","6375",1
"203","6378",1
"204","6379",1
"205","6382",1
"206","6383",1
"207","6385",1
"208","6389",1
"209","6391",1
"210","6394",1
"211","6396",0.235772357723577
"212","6397",0.975609756097561
"213","6398",1
"214","6405",1
"215","6411",1
"216","6412",1
"217","6413",1
"218","6415",1
"219","6416",1
"220","6422",1
"221","6423",1
"222","6424",1
"223","6425",1
"224","6429",1
"225","6431",1
"226","6438",1
"227","7489",1
"228","7557",1
"229","7651",1
"230","9980",1
"231","3405",0.988265971316819
"232","4038",0.986928104575163
"233","4094",0.966555183946488
"234","4262",0.983108108108108
"235","4336",0.992268041237113
"236","4355",0.991501416430595
"237","4369",0.996835443037975
"238","4479",0.985714285714286
"239","4480",1
"240","4568",0.988423864648264
"241","4610",1
"242","4681",0.984810126582279
"243","4700",0.965770171149144
"244","4709",1
"245","4720",0.991803278688525
"246","4725",0.99247311827957
"247","4796",0.997495826377296
"248","4813",1
"249","4817",0.99618320610687
"250","4823",0.99601593625498
"251","4840",0.978260869565217
"252","4844",0.991150442477876
"253","4856",0.993127147766323
"254","4870",0.989690721649485
"255","4876",0.997560975609756
"256","4895",1
"257","4967",0.979591836734694
"258","4978",0.987281399046105
"259","4980",0.99792817679558
"260","4991",0.881728045325779
"261","5008",0.992063492063492
"262","5026",0.985408560311284
"263","5058",0.992225461613217
"264","5073",0.998426435877262
"265","5081",0.935483870967742
"266","5097",0.994836488812392
"267","5100",0.997580157289776
"268","5102",0.988038277511962
"269","5109",0.987394957983193
"270","5132",0.981243830207305
"271","5148",0.990566037735849
"272","5162",0.997966101694915
"273","5168",0.99031007751938
"274","5176",0.981956315289649
"275","5181",0.991434689507495
"276","5221",0.997971602434077
"277","5222",0.985163204747775
"278","5224",0.985347985347985
"279","5254",0.988095238095238
"280","5271",0.988041853512706
"281","5291",0.991749174917492
"282","5297",0.997785160575858
"283","5302",0.993079584775087
"284","5304",0.970059880239521
"285","5330",0.986089644513138
"286","5334",0.986183074265976
"287","5347",0.99288256227758
"288","5357",0.985169491525424
"289","5358",0.983458646616541
"290","5372",0.983151635282458
"291","5381",0.992481203007519
"292","5397",0.974452554744526
"293","5398",0.983050847457627
"294","5410",0.997897687456202
"295","5411",0.978662873399715
"296","5425",0.973214285714286
"297","5433",0.997852541159628
"298","5444",0.986754966887417
"299","5452",1
"300","5474",0.975308641975309
"301","5485",0.998721227621483
"302","5487",0.986899563318777
"303","5490",0.98995983935743
"304","5497",0.98615548455804
"305","5499",0.998468606431853
"306","5501",1
"307","5502",0.974747474747475
"308","5510",0.984790874524715
"309","5511",0.986111111111111
