"","m.id","cohesion"
"1","904",1
"2","951",0.945945945945946
"3","1222",1
"4","1291",1
"5","1344",0.950819672131147
"6","1406",0.807692307692308
"7","1417",0.875
"8","1578",0.984615384615385
"9","1584",1
"10","1591",0.932692307692308
"11","1712",0.595959595959596
"12","1770",0.935483870967742
"13","1788",0.96969696969697
"14","1809",0.928571428571429
"15","1843",1
"16","1885",0.971153846153846
"17","1918",0.984848484848485
"18","2009",0.151898734177215
"19","2016",0.93
"20","2026",0.552631578947368
"21","2028",1
"22","2035",0.922413793103448
"23","2053",1
"24","2059",0.958904109589041
"25","2079",0.888888888888889
"26","2081",0.969230769230769
"27","2097",0.971830985915493
"28","2114",0.924050632911392
"29","2131",0.977011494252874
"30","2145",0.849315068493151
"31","2173",0.763157894736842
"32","2178",0.964912280701754
"33","2194",0.846153846153846
"34","2217",0.818181818181818
"35","2255",0.989583333333333
"36","2275",0.87719298245614
"37","2286",1
"38","2288",0.888888888888889
"39","2298",0.433333333333333
"40","2302",1
"41","2319",1
"42","2322",1
"43","2362",0.984375
"44","2381",1
"45","2412",0.983606557377049
"46","2418",1
"47","2426",0.84375
"48","2432",0.966887417218543
"49","2436",0.916666666666667
"50","2441",0.870967741935484
"51","2448",1
"52","2450",1
"53","2460",0.936170212765957
"54","2466",1
"55","2470",1
"56","2477",0.935779816513762
"57","2493",0.650485436893204
"58","2499",0.948979591836735
"59","2516",0.951724137931034
"60","2541",0.978947368421053
"61","2548",0.861313868613139
"62","2551",0.676190476190476
"63","2567",1
"64","2569",1
"65","2572",1
"66","2577",0.881720430107527
"67","2587",0.983050847457627
"68","2595",0.913333333333333
"69","2600",0.884057971014493
"70","2607",0.988636363636364
"71","2612",0.961038961038961
"72","2616",1
"73","2622",0.99290780141844
"74","2645",0.974358974358974
"75","2656",0.848684210526316
"76","2666",0.950819672131147
"77","2668",0.868421052631579
"78","2690",0.980582524271845
"79","2694",1
"80","2699",0.9
"81","2701",0.951219512195122
"82","2703",0.942857142857143
"83","2725",0.965277777777778
"84","2726",0.981818181818182
"85","2731",1
"86","2738",1
"87","2740",0.945454545454545
"88","2775",0.99390243902439
"89","2781",0.734939759036145
"90","2789",0.701030927835051
"91","2816",0.770833333333333
"92","2832",0.984848484848485
"93","2834",0.82051282051282
"94","2838",0.914285714285714
"95","2842",0.459459459459459
"96","2845",0.88695652173913
"97","2848",0.942028985507246
"98","2851",0.976744186046512
"99","2853",0.980769230769231
"100","2857",1
"101","2860",0.8359375
"102","2861",0.957446808510638
"103","2862",0.5
"104","2863",0.697478991596639
"105","2866",0.67032967032967
"106","2873",0.831460674157303
"107","2880",0.731182795698925
"108","2885",0.971830985915493
"109","2887",0.816326530612245
"110","2888",0.822222222222222
"111","2894",0.983333333333333
"112","2895",0.945205479452055
"113","2899",0.933333333333333
"114","2900",0.972027972027972
"115","2910",0.935483870967742
"116","2911",0.830508474576271
"117","2915",0.619047619047619
"118","2917",0.725
"119","2918",1
"120","2921",0.918918918918919
"121","2923",0.666666666666667
"122","2927",0.97
"123","2930",0.525
"124","2934",0.916666666666667
"125","2942",0.814814814814815
"126","2943",1
"127","2953",0.880434782608696
"128","2956",1
"129","2963",0.943661971830986
"130","2964",1
"131","2965",0.915094339622642
"132","2966",0.818181818181818
"133","2969",1
"134","2976",0.941666666666667
"135","2981",1
"136","2983",0.882352941176471
"137","2986",0.884615384615385
"138","2987",0.76
"139","2989",1
"140","2990",0.936170212765957
"141","2992",0.96875
"142","2993",0.92
"143","2997",0.933333333333333
"144","2999",1
"145","3000",0.945454545454545
"146","3001",0.736842105263158
"147","3002",0.928994082840237
"148","3003",0.9375
"149","3007",0.953488372093023
"150","3013",0.962962962962963
"151","3014",0.961538461538462
"152","3018",0.927272727272727
"153","3030",1
"154","3034",1
"155","3041",0.828947368421053
"156","3043",1
"157","3044",0.96
"158","3047",0.867647058823529
"159","3048",0.78125
"160","3049",0.897260273972603
"161","3053",0.7625
"162","3056",0.981481481481482
"163","3057",0.948717948717949
"164","3059",0.933333333333333
"165","3061",1
"166","3065",0.944444444444444
"167","3067",0.8125
"168","3074",0.956521739130435
"169","3078",0.967741935483871
"170","3082",0.985507246376812
"171","3084",0.860869565217391
"172","3089",0.964285714285714
"173","3096",1
"174","3099",0.88
"175","3108",0.861111111111111
"176","3118",0.247311827956989
"177","3126",0.990654205607477
"178","3129",0.921985815602837
"179","3130",0.871287128712871
"180","3134",1
"181","3136",0.922330097087379
"182","3141",0.928571428571429
"183","3144",0.811320754716981
"184","3146",0.985074626865672
"185","3147",0.961038961038961
"186","3152",0.700934579439252
"187","3153",0.923076923076923
"188","3156",1
"189","3162",1
"190","3164",0.421052631578947
"191","3166",0.971830985915493
"192","3170",0.708333333333333
"193","3174",0.719512195121951
"194","3175",0.778947368421053
"195","3177",0.88135593220339
"196","3179",1
"197","3180",1
"198","3197",0.921875
"199","3198",0.78
"200","3199",0.81
"201","3202",0.928571428571429
"202","3203",0.923913043478261
"203","3206",0.872340425531915
"204","3207",0.972789115646258
"205","3219",0.930232558139535
"206","3227",0.9
"207","3229",1
"208","3237",0.925
"209","3238",0.666666666666667
"210","3242",1
"211","3243",0.910714285714286
"212","3246",0.943396226415094
"213","3252",0.88135593220339
"214","3260",0.925925925925926
"215","3262",0.974025974025974
"216","3263",0.82089552238806
"217","3264",0.964285714285714
"218","3265",1
"219","3266",1
"220","3273",0.881118881118881
"221","3275",1
"222","3276",0.948717948717949
"223","3277",0.456692913385827
"224","3282",0.7421875
"225","3283",0.567164179104478
"226","3289",0.980769230769231
"227","3290",0.819148936170213
"228","3293",0.415384615384615
"229","3294",0.726666666666667
"230","3300",0.764705882352941
"231","3308",0.698795180722892
"232","3313",0.61271676300578
"233","3327",0.813253012048193
"234","3333",0.496932515337423
"235","3336",0.96875
"236","3346",0.987179487179487
"237","3347",0.940594059405941
"238","3354",0.976190476190476
"239","3367",0.853658536585366
"240","3368",0.951612903225806
"241","3378",1
"242","3379",0.654676258992806
"243","3383",0.823529411764706
"244","3384",0.746268656716418
"245","3385",0.974358974358974
"246","3394",0.764705882352941
"247","3396",0.927710843373494
"248","3401",0.815789473684211
"249","3411",0.955223880597015
"250","3415",0.75
"251","3416",0.811111111111111
"252","3426",1
"253","3427",0.948275862068966
"254","3429",1
"255","3430",0.909090909090909
"256","3432",0.913793103448276
"257","3439",0.966101694915254
"258","3441",0.990909090909091
"259","3443",0.894736842105263
"260","3445",1
"261","3448",0.876923076923077
"262","3451",0.96969696969697
"263","3452",0.969230769230769
"264","3453",0.960526315789474
"265","3462",0.909090909090909
"266","3464",0.492063492063492
"267","3465",0.864583333333333
"268","3469",1
"269","3470",0.892857142857143
"270","3471",0.867469879518072
"271","3472",0.773006134969325
"272","3478",0.775
"273","3480",0.939393939393939
"274","3482",0.927152317880795
"275","3483",0.958333333333333
"276","3484",0.863309352517986
"277","3485",0.91156462585034
"278","3487",0.855263157894737
"279","3489",0.76056338028169
"280","3490",0.94392523364486
"281","3494",1
"282","3495",0.825581395348837
"283","3498",0.909090909090909
"284","3501",0.962616822429907
"285","3502",0.512820512820513
"286","3503",1
"287","3506",0.885245901639344
"288","3507",0.78494623655914
"289","3511",1
"290","3512",1
"291","3515",0.828571428571429
"292","3517",0.961538461538462
"293","3518",1
"294","3520",0.914285714285714
"295","3521",0.715909090909091
"296","3525",0.890909090909091
"297","3527",0.946564885496183
"298","3532",0.763888888888889
"299","3535",0.958333333333333
"300","3538",0.882352941176471
"301","3540",0.949152542372881
"302","3542",0.957446808510638
"303","3544",0.955801104972376
"304","3546",0.971631205673759
"305","3548",0.947368421052632
"306","3549",0.783216783216783
"307","3551",0.926829268292683
"308","3552",0.825503355704698
"309","3556",0.87218045112782
"310","3561",0.818181818181818
"311","3563",0.616438356164384
"312","3564",0.71875
"313","3567",0.98
"314","3569",1
"315","3573",0.93
"316","3574",0.98
"317","3575",0.838983050847458
"318","3576",0.917525773195876
"319","3590",0.984732824427481
"320","3591",0.967213114754098
"321","3594",1
"322","3597",1
"323","3600",0.902439024390244
"324","3602",0.86
"325","3603",0.693548387096774
"326","3605",0.909090909090909
"327","3606",0.96
"328","3607",0.735632183908046
"329","3608",0.916666666666667
"330","3613",1
"331","3614",0.909090909090909
"332","3617",1
"333","3618",1
"334","3715",0.966666666666667
"335","3776",0.899280575539568
"336","4954",0.965116279069767
"337","6443",0.811023622047244
"338","6446",0.858108108108108
"339","6449",0.923076923076923
"340","605",0.96969696969697
"341","682",0.981132075471698
"342","936",1
"343","977",1
"344","1028",0.944444444444444
"345","1218",0.96078431372549
"346","1248",0.986301369863014
"347","1262",1
"348","1329",0.96969696969697
"349","1433",1
"350","1444",1
"351","1586",0.984848484848485
"352","1652",0.972222222222222
"353","1664",0.989130434782609
"354","1671",1
"355","1677",0.980392156862745
"356","1703",1
"357","1705",0.903225806451613
"358","1755",0.955555555555556
"359","1779",0.965116279069767
"360","1814",1
"361","1824",1
"362","1840",1
"363","1877",1
"364","1913",0.927536231884058
"365","1926",0.976744186046512
"366","1930",0.934426229508197
"367","1935",0.972222222222222
"368","1951",1
"369","1964",0.974025974025974
"370","1968",0.972222222222222
"371","1970",0.957746478873239
"372","1984",1
"373","2039",1
"374","2049",1
"375","2074",0.984848484848485
"376","2095",0.962962962962963
"377","2144",0.96
"378","2152",0.94
"379","2169",1
"380","2172",0.89873417721519
"381","2179",0.943661971830986
"382","2182",0.953488372093023
"383","2190",0.916666666666667
"384","2202",1
"385","2203",1
"386","2213",0.963855421686747
"387","2226",0.958904109589041
"388","2234",0.984126984126984
"389","2240",0.913793103448276
"390","2258",1
"391","2290",0.983870967741935
"392","2307",1
"393","2313",1
"394","2317",1
"395","2326",0.987951807228916
"396","2333",0.987179487179487
"397","2348",0.927536231884058
"398","2356",0.955056179775281
"399","2364",0.930555555555556
"400","2368",0.946428571428571
"401","2377",0.981132075471698
"402","2399",0.977272727272727
"403","2405",0.924242424242424
"404","2410",0.956521739130435
"405","2427",0.941176470588235
"406","2431",0.8
"407","2435",0.942307692307692
"408","2445",0.986301369863014
"409","2453",0.925925925925926
"410","2454",0.859649122807018
"411","2456",1
"412","2465",0.964285714285714
"413","2471",1
"414","2497",1
"415","2504",1
