return_id,election_id,name_on_return,party,member_id,unopposed,votes,winner
156002,48280,Sir Arthur Harold Marshall,L,8592,0,15879,1
156003,48280,J.H. Hudson,Lab,,0,15673,0
156004,48280,Sir C. Sykes,NL,,0,15212,0
154629,47724,Sir Cyril Stephen Cobb,C,8935,0,14875,1
154630,47724,R.M. Gentry,Lab,,0,8210,0
153914,47431,Mr Alfred John Barnes,Lab/Co-op,9297,0,10566,1
153915,47431,E. Smallwood,L,,0,6567,0
153916,47431,A.C. Edwards,NL,,0,4793,0
162349,50881,Lieut-Colonel Albert Buckley,C,9119,0,12967,1
162350,50881,Mrs. N. Stewart-Brown,L,,0,6300,0
156023,48288,Sir Charles Kenneth Murchison,C,8982,0,10079,1
156024,48288,Mrs. L.M. Scott-Gatty,L,,0,5123,0
156025,48288,D.J. Freyer,Lab,,0,4697,0
151681,46528,Mr George Clement Tryon,C,8456,0,28549,1
151682,46528,Mr Alfred Cooper Rawson,C,9256,0,26844,1
151683,46528,C.B. Fry,L,,0,22059,0
151684,46528,H. Wheater,Ind C,,0,11913,0
159301,49653,Captain Denis Ewart Bernard Kinston Shipwright,C,9393,0,11566,1
159302,49653,"Sir C.C. Mansel, Bt.",L,,0,8879,0
159303,49653,J. Harris,Lab,,0,4482,0
159304,49653,G.H. Morgan,NL,,0,2129,0
159323,49661,Mr Archibald Noel Skelton,C,9394,0,11387,1
159324,49661,W. Henderson,L,,0,5874,0
159325,49661,W. Westwood,Lab,,0,4651,0
159326,49661,W.R. Gourlay,NL,,0,2689,0
156042,48296,Sir Philip Albert Sassoon,C,8687,1,,1
154652,47734,Lord  Stanley,C,8786,1,,1
153845,47404,Sir Herbert Nield,C,8176,0,14507,1
153846,47404,A.H. Chilton,Lab,,0,6128,0
162367,50889,Mr Dennis Henry Herbert,C,9120,0,12040,1
162368,50889,J.J. Mallon,Lab,,0,8561,0
162369,50889,R.A. Bateman,L,,0,3896,0
151573,46484,Mr Herbert Harvey Spencer,L,9254,0,13259,1
151574,46484,W. Hirst,Lab/Co-op,,0,12353,0
151575,46484,Hon. F.V. Willey,C,,0,9334,0
151596,46493,Mr William Albert Jenkins,NL,9255,0,20405,1
151597,46493,E.T. John,Lab,,0,9850,0
156065,48306,Mr Fredric Wise,C,9168,0,14071,1
156066,48306,J.W.H. Thompson,L,,0,7625,0
156067,48306,A. West,Lab,,0,5414,0
156068,48306,F.C. Bramston,Ind C,,0,4610,0
152440,46835,Mr John Hinds,NL (L),8620,0,12530,1
152441,46835,Hon. G.W.R.V. Coventry,C,,0,8805,0
152442,46835,D. Johns,Agric,,0,4775,0
152443,46835,H. Llewelyn-Williams,L,,0,3847,0
154667,47743,Major John Elsdale Molson,C,8936,0,9015,1
154668,47743,J.H. Seaverns,L,,0,7216,0
154669,47743,J. Read,Lab,,0,4884,0
156096,48317,Mr George Harold Oliver,Lab,9331,0,9432,1
156097,48317,Rt. Hon J.E.B. Seely,NL,,0,8348,0
156098,48317,W.M. Freeman,C,,0,5841,0
159348,49670,Mr Henry Leonard Campbell Brassey,C,8547,0,13560,1
159349,49670,J. Mansfield,Lab,,0,8668,0
159350,49670,G. Nicholls,L,,0,6290,0
151617,46502,Lieut-Colonel Walter Grant Peterson Morden,C,8841,0,10150,1
151618,46502,Mrs. R. Strachey,Ind,,0,7804,0
156117,48325,Mr Stephen Walsh,Lab,8224,0,17332,1
156118,48325,E.L. Fleming,C,,0,8257,0
162391,50898,Mr Alfred Short,Lab,9121,0,16087,1
162392,50898,H.G. Williams,C,,0,15982,0
151636,46510,Mr Robert Arthur Sanders,C,8454,0,11240,1
151637,46510,W.E. Morse,L,,0,11121,0
151638,46510,T.S.B. Williams,Lab,,0,1598,0
160691,50227,Mr James Brown,Lab,9089,0,11511,1
160692,50227,Sir W. Reid,NL,,0,9180,0
156136,48335,Sir Murdoch Macdonald,NL,9208,0,9796,1
156137,48335,A.M. Livingstone,L,,0,8785,0
156156,48343,Mr Francis John Childs Ganzoni,C,8716,0,17134,1
156157,48343,R.F. Jackson,Lab,,0,14924,0
154689,47751,Major Cecil Randolph Dudgeon,L,9307,0,12406,1
154690,47751,Rt. Hon. W. Watson,C,,0,10557,0
159391,49688,Sir Clement Kinloch-Cooke,C,8477,0,10459,1
159392,49688,L. Hore-Belisha,L,,0,8538,0
159393,49688,R.B. Bates,Lab,,0,5742,0
156175,48352,Lieut-Colonel Norman Coates,C,9332,0,13552,1
156176,48352,C.R. Coote,NL,,0,7359,0
156177,48352,W.G. Hall,Lab,,0,5688,0
151660,46519,Sir Berkeley Digby George Sheffield,C,8401,0,15463,1
151661,46519,D.J.K. Quibell,Lab,9844,0,9185,0
159370,49679,Colonel William Graham Nicholson,C,7877,0,12600,1
159371,49679,D.L. Aman,Lab,,0,7036,0
150084,45868,Mr Arthur Thomas Loyd,C,9177,0,10507,1
150085,45868,E.A. Lessing,L,,0,9967,0
162411,50907,Mr Geoffrey Hithersay Shakespeare,NL,9455,0,14995,1
162412,50907,W.R. Smith,Lab,,0,11057,0
156198,48361,Hon. Esmond Cecil Harmsworth,C,9148,0,16116,1
156199,48361,A.J. Suenson-Taylor,L,,0,10226,0
149947,45805,Mr James Ramsay Macdonald,Lab,8247,0,14318,1
149948,45805,S.H. Byass,C,,0,11111,0
149949,45805,J. Edwards,NL,,0,5328,0
156216,48369,Sir Edgar Chatfeild-Clarke,L,9333,0,12202,1
156217,48369,J.T.W. Perowne,C,,0,10620,0
156218,48369,A.C.T. Veasey,Ind C,,0,7061,0
156219,48369,H.C. Shearman,Lab,,0,3756,0
159411,49696,Sir Arthur Shirley Benn,C,8647,0,11698,1
159412,49696,J. Gorman,Lab,,0,8359,0
159413,49696,S.J. Robins,L,,0,6594,0
151718,46539,Mr Thomas Walker Hobart Inskip,C,8843,0,15568,1
151719,46539,C.B. Thomson,Lab,,0,12303,0
154717,47764,Mr John Brotherton,Lab,9308,0,18795,1
154718,47764,H.C. Surtees,C,,0,13424,0
154719,47764,J.P. Dickie,L,,0,10679,0
149964,45813,G.H. Hall,Lab,9371,0,20704,1
149965,45813,C.B. Stanton,NL,,0,16487,0
162431,50915,Mr Robert Bruford,C,9456,0,10210,1
162432,50915,A.L. Hobhouse,L,,0,7156,0
162433,50915,L. Smith,Lab,,0,4048,0
154743,47773,Mr James Maxton,Lab,9309,0,17890,1
154744,47773,A.M. Scott,NL,,0,10198,0
156241,48377,Sir Austin Uvedale Morgan Hudson,C,9334,0,11954,1
156242,48377,"Sir G. Baring, Bt.",L,,0,8107,0
156243,48377,Dr. Ethel Bentham,Lab,,0,5900,0
160727,50245,Mr Edward Augustine St Aubyn Harney,L,9417,0,15760,1
160728,50245,W. Lawther,Lab,,0,15735,0
160729,50245,J.H. Wilson,NL,,0,8121,0
159438,49706,Viscountess Nancy Witcher Astor,C,9154,0,13924,1
159439,49706,F.G.J. Woulfe-Brenan,Lab,,0,10831,0
159440,49706,Dr. H.W. Bayly,Ind C,,0,4643,0
152885,47025,Mr Philip Snowden,Lab,8121,0,12614,1
152886,47025,T. Brooke,C,,0,11332,0
152887,47025,F.W. Mallalieu,L,,0,8042,0
151739,46548,Mr Harold Spencer Morris,NL,9257,0,13910,1
151740,46548,L.H. Bateman,Lab,,0,13759,0
160752,50254,Viscount  Apsley,C,9418,0,20351,1
160753,50254,Colonel Edwin King Perkins,C,9419,0,22054,1
160754,50254,T. Lewis,Lab,,0,14868,0
160755,50254,Dr. E.H.M. Stancomb,Ind,,0,12193,0
160756,50254,Sir I. Phillipps,NL,,0,11576,0
160757,50254,Rt. Hon. W.D. Ward,NL,,0,9318,0
156267,48386,Major-General Hon. Sir Newton James Moore,C,8968,0,13520,1
156268,48386,Miss E. Picton-Turbervill,Lab,,0,7993,0
156269,48386,N.T.C. Sargant,L,,0,7256,0
152915,47034,Mr Herbert Albert Laurens Fisher,NL,8763,0,1009,1
152916,47034,Sir William Martin Conway,C,8869,0,983,1
152917,47034,Prof. J. Strong,Ind,,0,813,0
152918,47034,L.S. Woolf,Lab,,0,361,0
152919,47034,W.S. Faraday,Ind C,,0,141,0
152920,47034,S.C. Lawrence,Ind C,,0,90,0
151759,46557,Colonel Hon. Christian Henry Charles Guest,NL,8478,0,17495,1
151760,46557,W.H. Ayles,Lab,,0,9567,0
162461,50926,Mr George Henry Hirst,Lab,9124,1,,1
156311,48403,Major James Archibald St George Fitzwarenne Despencer Robertson,C,9336,0,7335,1
156312,48403,H. Mills,L,,0,6643,0
156313,48403,W.J. Lewington,Lab,,0,4856,0
156289,48395,Mr Charles Samuel Garland,C,9335,0,7877,1
156290,48395,Rt. Hon T. Wiles,L,,0,7352,0
156291,48395,F.W. Pethick-Lawrence,Lab,,0,6634,0
154767,47782,Mr Campbell Stephen,Lab,9310,0,15181,1
154768,47782,Sir Halford John Mackinder,C,8496,0,11459,0
154769,47782,W.C. Smith,L,,0,1896,0
150009,45831,Mr Frederick Charles Thomson,C,8799,0,13208,1
150010,45831,Sir C.E. Mallet,L,,0,9573,0
149982,45822,Mr Frank Herbert Rose,Lab,8798,0,10958,1
149983,45822,W.H. Cameron,NL,,0,6615,0
149984,45822,J. Johnston,L,,0,2113,0
156335,48412,Mr Robert John Wilson,Lab,9337,0,17208,1
156336,48412,C.H. Innes-Hopkins,C,,0,10166,0
156337,48412,E.J. Young,L,,0,4522,0
154792,47791,Captain John Primrose Hay,Lab,9311,0,9137,1
154793,47791,Sir A.R. Duncan,NL,,0,9104,0
154794,47791,R. MacDonald,C,,0,8661,0
152420,46827,Mr George Middleton,Lab,9267,0,7870,1
152421,46827,C.W.H. Lowther,C,,0,6569,0
152422,46827,W.T. Carr,NL,,0,6526,0
162476,50935,Mr Frederick Owen Roberts,Lab,9125,0,14210,1
162477,50935,H.E. Parkes,C,,0,11263,0
162478,50935,A.J.G. Edwards,L,,0,2622,0
152959,47045,Sir Henry Craik,C,8099,1,,1
152960,47045,Mr Dugald McCoig Cowan,L,8870,1,,1
152961,47045,Sir George Andreas Berry,L,9274,1,,1
159459,49715,Mr Tom Smith,Lab,9395,0,9111,1
159460,49715,J. Scholefield,C,,0,8485,0
159461,49715,W. Forrest,NL,,0,5879,0
150836,46194,Dr Alfred Salter,Lab,9239,0,7550,1
150837,46194,Rev. R.M. Kedward,L,,0,5225,0
150838,46194,C.R. Scrivan,NL,,0,2814,0
150839,46194,C.L. Nordon,Ind C,,0,1328,0
153039,47077,Sir George Croydon Marks,NL,8243,1,,1
150054,45850,Mr Frederick Martin,L,9230,0,8018,1
150055,45850,Sir W.H.Cowan,NL,,0,5227,0
151777,46565,Sir William Beddoe Rees,NL,9258,0,16199,1
151778,46565,D.J. Vaughan,Lab,,0,12650,0
157646,48968,Mr Myles Storr Nigel Kennedy,C,9361,0,12030,1
157647,48968,H. Maden,L,,0,5790,0
157648,48968,T.M. Scott,Lab,,0,4024,0
153584,47299,Lieut-Colonel Hon. John Jacob Astor,C,9289,0,18151,1
153585,47299,Sir T.A. Polson,Ind C,,0,8054,0
153586,47299,L.J. Stein,L,,0,2985,0
154819,47801,Mr Andrew Bonar Law,C,7952,0,15437,1
154820,47801,E.R. Mitchell,Lab,,0,12923,0
154821,47801,Sir G. Paish,L,,0,2518,0
162497,50944,Mr William James Thorne,Lab,8371,0,12321,1
162498,50944,F.G. Penny,C,,0,7140,0
156356,48421,Mr Hastings Bertrand Lees-Smith,Lab,8545,0,13978,1
156357,48421,W.A. Brigg,L,,0,9262,0
156358,48421,C.H. Foulds,C,,0,6955,0
159480,49724,Mr Thomas Griffiths,Lab,9053,0,11198,1
159481,49724,Sir T.G. Jones,C,,0,8654,0
159482,49724,Sir R.L. Connell,L,,0,7733,0
160792,50264,Hon. Rupert Edward Cecil Lee Guinness,C,8431,0,17920,1
160793,50264,H.G. Walker,L,,0,11039,0
155169,47941,Sir Arthur Harbord,L,9322,0,9836,1
155170,47941,C. de W. Crookshank,C,,0,8917,0
155171,47941,A. Whiting,Lab,,0,1574,0
153008,47060,Reverend Herbert Dunnico,Lab,9275,0,14469,1
153009,47060,A. Williams,L,,0,9870,0
153010,47060,S.E.D. Wilson,C,,0,6745,0
150034,45842,Major Murdoch McKenzie Wood,L,9141,0,9779,1
150035,45842,R.W. Smith,C,,0,6481,0
157666,48977,Sir Edward Louis Spears,NL,9362,1,,1
162513,50952,Mr John Joseph Jones,Lab,9126,0,11874,1
162514,50952,C.G. Lewis,C,,0,4361,0
154840,47809,Mr George Buchanan,Lab,9312,0,16478,1
154841,47809,J.E. Harper,NL,,0,8276,0
154842,47809,J. Maclean,Ind Com,,0,4027,0
154843,47809,F.J.Robertson,L,,0,1466,0
160833,50281,Mr James Daniel Gilbert,NL,8736,0,10522,1
160834,50281,G.D. Bell,Lab,,0,5522,0
160815,50273,Lieut-Colonel Sir Godfrey Dalrymple Dalrymple-White,C,8573,0,13733,1
160816,50273,"Sir J.F. Brunner, Bt.",L,,0,12068,0
159503,49734,Mr Thomas Isaac Mardy Jones,Lab,9225,0,14884,1
159504,49734,T.A. Lewis,Co L,,0,8667,0
159505,49734,J.G. Jones,C,,0,7994,0
153827,47396,Mr Joshua Ritson,Lab,9295,0,14068,1
153828,47396,J.W. Hills,C,,0,11396,0
156378,48430,Mr Percy George Gates,C,9338,0,12328,1
156379,48430,W.J. Jarrett,Lab,,0,6225,0
156380,48430,Dr. C.W. Hayward,L,,0,4666,0
151795,46574,Mr George Abraham Gibbs,C,8135,0,18124,1
151796,46574,F.W. Raffety,L,,0,11100,0
150072,45859,Mr George Barker,Lab,9159,1,,1
152474,46849,Mr Ernest George Pretyman,C,7861,0,11267,1
152475,46849,S.W. Robinson,L,,0,6380,0
152476,46849,Mrs. C.D. Rackham,Lab,,0,3767,0
162533,50961,Mr Thomas Edward Groves,Lab,9457,0,10017,1
162534,50961,C.E.L. Lyle,C,,0,8641,0
162535,50961,A.H. Scott,L,,0,2704,0
159529,49744,Mr George Lansbury,Lab,8655,0,15402,1
159530,49744,G.E. Duveen,C,,0,8626,0
154864,47818,Mr Neil Malcolm Maclean,Lab,8942,0,15441,1
154865,47818,Miss H. Fraser,NL,,0,9336,0
157711,48996,Mr Gervais Squire Chittick Rentoul,C,9363,0,14154,1
157712,48996,B.C. Beauchamp,NL,,0,6205,0
157713,48996,R.A. Mellanby,Lab,,0,4511,0
157693,48988,Mrs Margaret Wintringham,L,9192,0,11609,1
157694,48988,Sir A. Hutchings,C,,0,10726,0
160859,50291,Mr Edward Anthony Strauss,NL,8102,0,7435,1
160860,50291,Dr. L. Haden-Guest,Lab,,0,6323,0
159548,49753,Mr Samuel March,Lab,9396,0,14484,1
159549,49753,Sir A.W. Yeo,NL,,0,10146,0
154881,47826,Sir Robert Stevenson Horne,C,8943,0,12272,1
154882,47826,E.J. Donaldson,L,,0,7313,0
162554,50969,Mr Henry David Reginald Margesson,C,9458,0,10196,1
162555,50969,B.W. Gardner,Lab,,0,7268,0
162556,50969,J.C. Nicholson,L,,0,4692,0
153064,47087,Sir Edward Manville,C,8880,0,20986,1
153065,47087,R. Williams,Lab,,0,16289,0
153066,47087,J.E. Darnton,L,,0,11985,0
157735,49006,Viscount  Windsor,C,9193,0,11787,1
157736,49006,E.C. Pryce,NL,,0,6979,0
152309,46783,Mr Ronald McNeill,C,8674,0,13954,1
152310,46783,J.H.L. Sims,Lab,,0,5639,0
154950,47853,Sir Robert John Collie,NL,9315,0,11754,1
154951,47853,"Sir D.M. Stevenson, Bt.",L,,0,6282,0
157755,49015,Sir John Prescott Hewett,C,9364,0,13301,1
157756,49015,H. Arnold,L,,0,10137,0
157757,49015,P. Alden,Lab,,0,7107,0
159568,49762,Mr Frank John Privett,C,9397,0,7666,1
159569,49762,Sir T. Fisher,NL,,0,7659,0
159570,49762,Sir T.A. Bramsdon,L,,0,7129,0
159571,49762,A.G. Gourd,Lab,,0,6126,0
154906,47836,Mr William Hutchison,C,9313,0,13442,1
154907,47836,R. Roxburgh,L,,0,11094,0
152074,46693,Sir Archibald Henry Macdonald Sinclair,NL,9261,0,7715,1
152075,46693,"Sir R.L. Harmsworth, Bt.",L,,0,5803,0
153563,47289,Sir William Philip Colfox,C,8896,0,11649,1
153564,47289,T.C. Duke,Lab,,0,7101,0
162577,50978,Mr Charles William Darbishire,L,9459,0,9903,1
162578,50978,G.L. Palmer,C,,0,9262,0
162579,50978,G. Ward,Lab,,0,4572,0
156399,48438,Sir William Henry Davison,C,8972,0,15760,1
156400,48438,F.W. Cavendish-Bentinck,Ind,,0,4964,0
151817,46584,Lieut-Colonel Hon. Cuthbert James,C,9144,0,16803,1
151818,46584,F.K. Griffith,L,,0,9128,0
151819,46584,F.P. Hodes,Lab,,0,4735,0
153105,47104,Lieut-Colonel Hon. Glyn Keith Murray Mason,C,9276,1,,1
159591,49770,Mr Bertram Godfray Falle,C,8555,0,14168,1
159592,49770,A. Henderson,Lab,,0,6808,0
159593,49770,T.H.F. Lapthorn,L,,0,4368,0
157775,49023,Mr John Rumney Remer,C,9017,0,15825,1
157776,49023,T.A. Jones,L,,0,10477,0
157777,49023,A.J. Penston,Lab,,0,6584,0
153129,47115,Sir Allan Macgregor Smith,C,9146,0,15356,1
153130,47115,H.T. Muggeridge,Lab,,0,8942,0
153131,47115,T.W. Dobson,L,,0,8183,0
160904,50310,Mr William Algernon Simpson-Hinchliffe,C,9421,0,11719,1
160905,50310,A. Williams,L,,0,8144,0
160906,50310,J.W. Ogden,Lab,,0,7496,0
160907,50310,F. Roebuck,NL,,0,2023,0
157798,49032,Mr Carlyon Wilfroy Bellairs,C,8233,0,8928,1
157799,49032,G.F. Clark,L,,0,8895,0
157800,49032,E.H.J.N. Dalton,Lab,,0,8004,0
150107,45876,Rt. Hon. H.T. Baker,L,,0,9359,0
150105,45876,Mr Charles Roden Buxton,Lab,8439,0,16462,1
150106,45876,E. Gray,C,,0,11408,0
162604,50987,Sir William Dingwall Mitchell Cotts,NL,9460,0,6177,1
162605,50987,Dr. D. Murray,L,,0,5238,0
154931,47845,Mr John William Muir,Lab,9314,0,13058,1
154932,47845,"Sir W. Mitchell-Thomson, Bt.",C,,0,10951,0
154933,47845,Miss A.S. Swan,L,,0,3617,0
159618,49781,Lieut-Colonel Leslie Orme Wilson,C,8704,0,14301,1
159619,49781,G.C. Thomas,Ind C,,0,8434,0
159616,49780,Mr Herbert Robin Cayzer,C,9055,0,19960,1
159617,49780,Sir H.M. Lawson,L,,0,9080,0
153150,47124,Captain Hon. Donald Sterling Palmer Howard,C,9277,0,8815,1
153151,47124,Hon. G.W.A. Howard,L,,0,8544,0
156421,48451,Mr Owen Parker,C,9339,0,14333,1
156422,48451,A.E. Waterson,Lab/Co-op,,0,14024,0
153173,47134,Mr Herbert Pike Pease,C,7884,0,13286,1
153174,47134,W.J. Sherwood,Lab,,0,9048,0
153175,47134,T. Crooks,L,,0,4419,0
157843,49049,Mr Thomas Lowth,Lab,9366,0,14031,1
157844,49049,A. Hailwood,C,,0,12777,0
150123,45884,Sir Harry Ernest Brittain,C,8802,0,10208,1
150124,45884,Miss M.R. Richardson,Lab,,0,5342,0
150125,45884,C.N.D. Dixey,L,,0,4877,0
162627,50996,Mr Rhys John Davies,Lab,9196,0,14846,1
162628,50996,J. Tonge,NL,,0,11937,0
152215,46747,Sir George Douglas Cochrane Newton,C,9203,0,11238,1
152216,46747,S.C. Morgan,L,,0,7006,0
152217,46747,A.S. Firth,Lab,,0,4810,0
157819,49040,Mr Edward Archibald Ruggles-Brise,C,9365,0,10337,1
157820,49040,G. Dallas,Lab,,0,6085,0
157821,49040,J. Parish,L,,0,5470,0
156442,48460,Mr John Sydney Wardlaw-Milne,C,9340,0,19711,1
156443,48460,J.H. Bruce,Lab,,0,9203,0
150205,45919,Hon. Charles Curtis Craig,C,8073,1,,1
150206,45919,Hon. Robert William Hugh O'Neill,C,8724,1,,1
153306,47188,Mr Charles Henry Roberts,L,8251,0,24068,1
153307,47188,Mr James Henry Thomas,Lab,8473,0,25215,1
153308,47188,A. Green,C,,0,22240,0
153309,47188,W.R. Raynes,Lab,,0,21677,0
150149,45893,Viscount Wolmer (Roundell Cecil Palmer),C,8646,0,10952,1
150150,45893,H. Ainger,L,,0,5296,0
151847,46594,Mr George Alfred Spencer,Lab,8846,0,11699,1
151848,46594,C.E. Tee,NL,,0,11328,0
153203,47145,Mr George William Symonds Jarrett,Const,9278,0,16662,1
153204,47145,J.E. Mills,Lab,,0,14744,0
153205,47145,Miss A.V. Garland,L,,0,2175,0
162648,51005,Brigadier-General John Sanctuary Nicholson,C,9197,0,13620,1
162649,51005,J.G. Butler,Lab,,0,2454,0
162650,51005,S.R. Drury-Lowe,Ind,,0,1950,0
157862,49058,Mr William James Harold Briggs,C,9019,0,9023,1
157863,49058,P.M. Oliver,L,,0,6219,0
157864,49058,A.E. Townend,Lab,,0,5580,0
160929,50319,Sir Philip Edward Pilditch,C,9091,0,12849,1
160930,50319,A.G. Church,Lab,,0,7015,0
159642,49791,Mr Thomas Shaw,Lab,9056,0,26259,1
159643,49791,Lieut-Colonel James Philip Hodge,L,9398,0,24798,1
159644,49791,Hon. G.F. Stanley,C,,0,22574,0
159645,49791,A.R.M. Camm,C,,0,20410,0
161210,50436,W.R. Preston,C,9798,0,6014,1
161211,50436,J. Scurr,Lab,,0,5219,0
161212,50436,R.B. Solomon,L,,0,3457,0
153224,47154,Sir Frank Bernard Sanderson,C,9279,0,12218,1
153225,47154,F. Hindle,L,,0,11944,0
153226,47154,J. McGurk,Lab,,0,4528,0
160711,50237,Mr George Lambert,L,6438,1,,1
157905,49076,Sir Edwin Forsyth Stockton,C,9368,0,13919,1
157906,49076,Sir A.W. Barton,L,,0,10148,0
156468,48472,Hon. Alexander Shaw,L,8733,0,12991,1
156469,48472,R. Climie,Lab,,0,10752,0
150167,45902,Major Collingwood George Clements Hamilton,C,8692,0,19361,1
150168,45902,R. Alstead,L,,0,11692,0
150169,45902,G. Benson,Lab,,0,4930,0
157886,49067,Mr William Henry Flanagan,C,9367,0,14800,1
157887,49067,J.E. Sutton,Lab,,0,14789,0
150187,45911,Brigadier-General Sir Owen Thomas,Ind Lab,8803,0,11929,1
150188,45911,"Sir R.J. Thomas, Bt",,,0,10067,0
156821,48616,Mr Walter Elliot Elliot,C,8990,0,12005,1
156822,48616,T.S. Dickson,Lab,,0,9812,0
157926,49085,Mr John Hodge,Lab,8202,0,15058,1
157927,49085,W. Heap,C,,0,13057,0
156496,48483,Lieut-Colonel Hon. Arthur Cecil Murray,L,8423,0,6224,1
156497,48483,W. Mitchell,NL,,0,3767,0
153249,47163,Lieut-General Edward Fitzroy,C (Nat P) (C),8008,0,13056,1
153250,47163,W.J. Rogers,Lab,,0,8850,0
162674,51017,Mr James Malcolm Monteith Erskine,Ind C (C),9198,0,11252,1
162675,51017,Rt. Hon. L.O. Wilson,C,,0,7559,0
162676,51017,Miss M.S. Allen,L,,0,1303,0
159683,49803,Major Frederick Hawksworth Fawkes,C,9399,0,12396,1
159684,49803,A.R. Barrand,L,,0,8439,0
159685,49803,P. Myers,Lab,,0,5818,0
153268,47172,Mr John Cledwyn Davies,NL,9280,0,12975,1
153269,47172,Hon. Mrs. A.G. Brodrick,C,,0,9138,0
153270,47172,L.G. Williams,L,,0,1974,0
151865,46602,Mr George Edward Wentworth Bowyer,C,8847,0,13751,1
151866,46602,O. Connelian,Lab,,0,7343,0
151867,46602,"Rt. Hon. Sir C.E.H. Hobhouse, Bt.",L,,0,6789,0
157949,49095,Colonel Sir Joseph Nall,C,9021,0,15692,1
157950,49095,W. Davies,L,,0,11639,0
157989,49111,Mr John Robert Clynes,Lab,8260,0,15683,1
157990,49111,F.H. Holmes,C,,0,14814,0
157991,49111,W. Ramage,L,,0,1847,0
156515,48493,Sir Neville Paul Jodrell,C,8981,0,9862,1
156516,48493,R.B. Walker,Lab,,0,8683,0
156517,48493,G.G. Woodwark,L,,0,7970,0
157969,49103,Sir Gerald Berkeley Hurst,C,9022,0,11932,1
157970,49103,T.R. Ackroyd,L,,0,6743,0
157971,49103,T.W. Mercer,Lab/Co-op,,0,4641,0
153287,47180,Mr Charles William Bowerman,Lab,8159,0,18512,1
153288,47180,M.J. Pike,C,,0,16687,0
161189,50428,Mr Clement Richard Attlee,Lab,9426,0,9688,1
161190,50428,Sir W. Pearce,NL,,0,7789,0
159783,49848,Mr Robert Murray,Lab,9402,0,11787,1
159784,49848,Sir J.W. Greig,NL,,0,10051,0
155119,47923,Mr Robert Pattinson,L,9321,0,11723,1
155120,47923,E. Royds,C,,0,11296,0
155121,47923,J.H. Tones,Lab,,0,5332,0
153343,47197,Mr Frank Lee,Lab,9281,0,9359,1
153344,47197,J.S. Holmes,L,,0,9344,0
153345,47197,C. Waterhouse,C,,0,8878,0
158013,49120,Captain John Henry Thorpe,C,9152,0,11765,1
158014,49120,E.F.M. Sutton,L,,0,6421,0
158015,49120,R.A.E. Wood,Lab,,0,6397,0
156542,48503,Commander Hon. Joseph Montague Kenworthy,L,9149,0,15374,1
156543,48503,H.W. Looker,C,,0,12347,0
153366,47206,Mr Henry Dubs Lorimer,C,9282,0,14664,1
153367,47206,S. Truman,Lab,,0,10201,0
153368,47206,G. Owen,NL,,0,9585,0
162706,51034,Lord John Francis Ashley Erskine,C,9461,0,15552,1
162707,51034,F.E.J. Murrell,L,,0,12678,0
156563,48512,Mr Lawrence Roger Lumley,C,9341,0,12248,1
156564,48512,C.J. Vasey,L,,0,8711,0
156565,48512,A. Stark,Lab,,0,6934,0
153387,47214,Mr Charles Frederick White,L,8888,0,13060,1
153388,47214,Marquess of Hartington,C,,0,12973,0
152401,46818,Mr Ernest Evans,NL,9182,0,12825,1
152402,46818,R.H. Morris ,L,,0,10521,0
154968,47862,Mr John Gilmour,C,8562,0,14920,1
154969,47862,A.B. Mackay,Lab,,0,5759,0
154970,47862,T.R. Anderson,L,,0,2658,0
160991,50347,Sir Francis Edward Fremantle,C,9157,0,14594,1
160992,50347,J.W. Brown,Lab,,0,10662,0
153409,47224,Colonel William Cory Heward Bell,C,8889,0,9598,1
153410,47224,Lady Currie,L,,0,6578,0
153428,47232,Mr Benjamin Riley,Lab,9283,0,8821,1
153429,47232,T.E. Harvey,L,,0,8066,0
153430,47232,O. Peake,C,,0,6744,0
153450,47240,Mr Thomas Williams,Lab,9284,0,9903,1
153451,47240,J. Walton,NL,,0,5797,0
153452,47240,J.H. Freeborough,L,,0,5332,0
158065,49138,Sir Albert James Bennett,L,9370,0,16192,1
158066,49138,W. Carter,Lab,,0,14917,0
158042,49130,Dr Thomas Watts,C,9369,0,11678,1
158043,49130,E.D. Simon,L,,0,11008,0
153467,47248,Mr Wilfred Paling,Lab,9285,0,13437,1
153468,47248,Sir R.C.A.B. Bewicke-Copley,C,,0,8279,0
153469,47248,R. Nicholson,NL,,0,7161,0
162733,51045,Mr Thomas Duffy,Lab,9462,0,10935,1
162734,51045,J.A. Grant,C,,0,8956,0
162735,51045,H.K. Campbell,L,,0,4209,0
153521,47271,Mr John Emlyn Emlyn-Jones,L,9287,0,10805,1
153522,47271,C. Hanbury,C,,0,9869,0
153498,47263,Mr Gordon Ralph Hall Caine,Ind C (C),9286,0,12513,1
153499,47263,Rev. F.J. Hopkins,Lab,,0,6914,0
153500,47263,Rt. Hon. F.E. Guest,NL,,0,6062,0
161011,50356,Mr James Sexton,Lab,9092,0,20731,1
161012,50356,E. Wooll,C,,0,14587,0
156587,48520,Colonel Albert Lambert Ward,C,8983,0,14904,1
156588,48520,"Sir J.N. Barran, Bt.",L,,0,11204,0
150241,45934,Sir William Sutherland,NL,8804,0,9848,1
150242,45934,H.A. Watt,L,,0,6897,0
150259,45942,Major William James Allen,C,8774,1,,1
154988,47871,Mr John Wheatley,Lab,9316,0,14695,1
