return_id,election_id,name_on_return,party,member_id,unopposed,votes,winner
27540,13784,Mr Henry Thomas Howard,,807,1,,1
27541,13784,Mr Robert Morris,,1255,1,,1
26508,13182,Mr Stephen Rumbold Lushington,,1626,0,1025,1
26509,13182,Mr John Baker,,686,0,517,1
26510,13182,Mr Edward Taylor,,1533,0,329,0
29575,14856,Mr Henry Grey Bennet,,1463,0,724,1
29576,14856,Sir Rowland Hill,,1819,0,512,1
29577,14856,Mr Benjamin Benyon,,,0,286,0
26480,13170,Lord Charles Henry Somerset Manners,,682,1,,1
26481,13170,Lord Francis Godolphin Osborne,,896,1,,1
29821,14978,Sir John Coxe Hippisley,,1088,0,489,1
29822,14978,Mr Charles Wyatt,,1829,0,471,1
29823,14978,Mr Emanuel Felix Agar,,1604,0,363,0
26465,13162,Viscount Palmerston (Henry Palmerston),,1584,1,,1
26466,13162,Mr John Henry Smyth,,1724,1,,1
30522,15359,Sir John Dashwood-King,,1175,1,,1
30523,15359,Sir Thomas Baring,,1377,1,,1
25985,12890,Sir Hew Dalrymple-Hamilton,,1184,0,56,1
25986,12890,Mr James Montgomerie,,2128,0,54,0
27738,13882,Mr Charles Long,,1132,0,25,1
27739,13882,Mr Robert Ward,,723,0,25,1
27740,13882,Mr Richard Graves,,,0,0,0
27741,13882,Mr Samuel Colleton Graves,,,0,0,0
28900,14490,Mr Henry Peirse,,972,1,,1
28901,14490,Mr Edward Lascelles,,973,1,,1
30216,15204,Mr Hercules Robert Pakenham,,1642,0,690,1
30217,15204,Mr Gustavas Rochfort,,2513,0,645,1
30218,15204,Mr Robert Stearne Tighe,,,0,285,0
30219,15204,Mr Robert Morgan Tighe,,,0,81,0
28914,14499,Mr Spencer Joshua Alwyne Compton,,1721,1,,1
28915,14499,Mr William Hanbury,,1693,1,,1
26417,13137,Mr William Stephen Poyntz,,1069,1,,1
26418,13137,Sir John Leman Rogers,,1740,1,,1
28858,14467,Mr Peter Heron,,1449,1,,1
28859,14467,Mr John Ireland Blackburne,,1586,1,,1
29172,14638,Sir Charles Morice Pole,,956,1,,1
29173,14638,Mr Benjamin Bloomfield,,1726,1,,1
28888,14484,Sir Jacob Henry Astley,,971,1,,1
28889,14484,Mr Thomas William Coke,,970,1,,1
27974,13996,Mr John William Ward,,758,1,,1
27975,13996,Mr George Philips,,1778,1,,1
28872,14476,Mr Barrington Pope Blachford,,1587,1,,1
28873,14476,Mr George Anderson-Pelham,,1336,1,,1
28186,14113,Mr James Brogden,,887,1,,1
28187,14113,Mr Pownoll Bastard Pellew,,1785,1,,1
26519,13187,Lord William Stuart,,687,1,,1
27515,13769,Mr Thomas Wyndham,,804,1,,1
25942,12860,Mr John Sullivan,,596,1,,1
25943,12860,Mr Richard Preston,,1728,1,,1
27861,13945,Mr Samuel Hood,,1776,1,,1
27862,13945,Mr Charles Duncombe,,595,1,,1
28709,14378,Mr Charles Powell Leslie,,945,1,,1
28710,14378,Mr Richard Thomas Dawson,,1801,1,,1
29156,14630,Mr Hylton Jolliffe,,1008,1,,1
29157,14630,Mr George Canning,,1114,1,,1
28573,14304,Viscount Duncannon (John William Ponsonby),,1261,1,,1
28574,14304,Mr John Charles Ramsden,,1796,1,,1
27708,13863,Mr William John Chute,,826,1,,1
27709,13863,Mr Thomas Freeman-Heathcote,,1529,1,,1
27694,13856,Mr Charles Hope,,825,1,,1
27688,13850,Mr Thomas Maitland,,824,1,,1
27675,13841,Mr Thomas Cranley Onslow,,1420,1,,1
27676,13841,Mr Arthur Onslow,,1773,1,,1
27659,13835,Mr Edmund Knowles Lacon,,1772,0,607,1
27660,13835,Mr William Loftus,,1099,0,387,1
27661,13835,Mr Giffin Wilson,,,0,329,0
27197,13571,Mr George Peter Holford,,1187,1,,1
27646,13829,Mr Owen Williams,,818,1,,1
27647,13829,Mr Pascoe Grenfell,,819,1,,1
27723,13872,Mr John Hiley Addington,,647,1,,1
27724,13872,Mr Nicholas Vansittart,,989,1,,1
28628,14331,Mr George Byng,,3096,1,,1
28629,14331,Mr William Mellish,,1204,1,,1
25953,12869,Mr John Wilson Croker,,1539,1,,1
27444,13725,Sir Thomas Mostyn,,797,1,,1
30001,15078,Mr Thomas Peregrine Courtenay,,1706,0,36,1
30002,15078,Mr Ayshford Wise,,1839,0,32,1
30003,15078,Mr John Proctor Anderson,,,0,29,0
30004,15078,Mr George Francis Seymour,,,0,22,0
29987,15069,Mr Richard Ryder,,1111,1,,1
29988,15069,Mr William Fitzhugh,,1217,1,,1
29968,15058,Mr Montague James Mathew,,1479,0,3813,1
29969,15058,Mr Francis Aldborough Prittie,,1480,0,3175,1
29970,15058,Mr John Bagwell,,,0,2616,0
29955,15052,Mr William Frankland,,1109,1,,1
29956,15052,Sir Robert Greenhill-Russell,,1478,1,,1
29934,15041,Mr John Edmund Dowdeswell,,1836,1,,1
29935,15041,Mr John Martin,,1837,1,,1
28642,14339,Mr George Smith,,937,1,,1
28643,14339,Mr Thomas Thompson,,1623,1,,1
28676,14356,Mr John Fownes Luttrell,,1503,1,,1
28677,14356,Mr John Fownes Luttrell II,,1799,1,,1
26552,13211,Sir Frederick John Falkiner,,1743,1,,1
26541,13204,Mr James Graham,,722,1,,1
26542,13204,Mr Henry Fawcett,,1416,1,,1
26532,13198,Mr Thomas Johnes,,689,1,,1
26562,13216,Mr David Latouche,,694,0,680,1
26563,13216,Mr Henry Bruen,,1744,0,597,1
26564,13216,Mr Walter Bagenal,,693,0,296,0
26600,13242,Sir Charles Saxton,,1745,1,,1
26580,13228,Mr Robert Seymour,,990,1,,1
26572,13223,Mr George Campbell,,1389,0,156,1
26573,13223,Mr John Jones,,,0,143,0
26589,13234,Mr Arthur Chichester,,1861,0,460,1
26590,13234,Mr Ezekiel Davys Wilson,,,0,405,0
26591,13234,Mr James Craig,,1516,0,25,0
26592,13234,Mr Thomas Verner,,,0,25,0
27762,13895,Mr William Edwardes,,833,0,220,1
27763,13895,Mr Nathaniel Phillips,,,0,98,0
29036,14560,Mr Richard Bempde Johnstone Honyman,,1864,0,9,1
29037,14560,Mr William Balfour,,,0,5,0
29027,14553,Mr Charles Arbuthnot,,1665,1,,1
29028,14553,Mr Edmond Alexander MacNaghten,,1811,1,,1
29015,14546,Mr Josias du Pre Porcher,,642,1,,1
29016,14546,Mr James Alexander,,1722,1,,1
25967,12876,Mr George Grenville,,1729,1,,1
25968,12876,Mr Thomas Hussey,,1656,1,,1
29001,14537,Mr Albany Savile,,1588,1,,1
29002,14537,Mr Thomas North Graves,,1810,1,,1
27754,13889,Sir Abraham Hume,,1561,1,,1
27755,13889,Mr James Dawkins,,707,1,,1
29048,14565,Mr John Atkyns-Wright,,994,0,863,1
29049,14565,Mr John Ingram Lockhart,,1590,0,828,1
29050,14565,Hon George Eden,,,0,794,0
29051,14565,Mr Henry Francis Roper Curson,,,0,104,0
26375,13107,Mr Richard Temple-Nugent-Brydges-Chandos- Grenville,,667,1,,1
26376,13107,Mr William Selby Lowndes,,1676,1,,1
29062,14570,Sir William Scott,,996,1,,1
29063,14570,Baron Colchester (Charles Abbot),,1168,1,,1
27387,13692,Mr James Buller,,792,1,,1
27388,13692,Mr William Courtenay,,1765,1,,1
27820,13924,Sir John Geers Cotterell,,1424,1,,1
27821,13924,Mr Thomas Foley,,1250,1,,1
27831,13929,Mr Nicolson Calvert,,841,0,365,1
27832,13929,Mr Edward Spencer Cowper,,842,0,316,1
27833,13929,Mr James Brownlow William Cecil,,1966,0,256,0
27775,13900,Mr George Johnstone,,835,1,,1
27776,13900,Mr Anthony Browne,,1338,1,,1
27806,13917,Mr Thomas Powell Symonds,,839,1,,1
27807,13917,Mr Richard Philip Scudamore,,1258,1,,1
27792,13911,Sir William Horne,,1774,0,14,1
27793,13911,Mr Hugh Hammersley,,1775,0,13,1
27794,13911,Sir Christopher Hawkins,,,0,3,0
26280,13058,Mr Thomas Wood,,2875,1,,1
27846,13936,Mr Thomas Brand,,1500,1,,1
27847,13936,Sir John Saunders Sebright,,3016,1,,1
30078,15122,Mr Robert Gordon,,1843,1,,1
30079,15122,Mr Theodore Henry Broadhead,,1844,1,,1
30068,15116,Mr William Lewis Hughes,,1121,1,,1
30069,15116,Mr Ebenezer Fuller Maitland,,1842,1,,1
30056,15110,Viscount Northland (Thomas Knox),,1841,1,,1
30057,15110,Sir John Stewart,,1119,1,,1
30043,15104,Mr John Lemon,,1117,1,,1
30044,15104,Sir George Warrender,,1559,1,,1
26726,13300,Mr Harvey Christian Combe,,715,0,5125,1
26727,13300,Sir William Curtis,,713,0,4577,1
26728,13300,Sir James Shaw,,1330,0,4082,1
26729,13300,Mr John Atkins,,610,0,3645,1
26730,13300,Mr Robert Waithman,,,0,2622,0
26731,13300,Mr Matthew Wood,,,0,2373,0
26732,13300,Mr Claudius Stephen Hunter,,,0,8,0
30088,15127,Mr Henry Richard Greville,,1125,1,,1
30089,15127,Mr Charles Mills,,1124,1,,1
30111,15141,Sir Simon John Newport,,1127,1,,1
30100,15134,Mr Dugdale Stratford Dugdale,,1126,1,,1
30101,15134,Sir Charles Mordaunt,,1239,1,,1
26690,13289,Mr George Rose,,709,1,,1
26691,13289,Mr William Edward Tomline,,1748,1,,1
26702,13295,Mr Henry George Bathurst,,1711,0,464,1
26703,13295,Mr Michael Hicks-Beach,,712,0,324,1
26704,13295,Mr Joseph Cripps,,1329,0,318,0
26632,13261,Mr Davies Davenport,,1307,1,,1
26633,13261,Mr Wilbraham Egerton,,1746,1,,1
26621,13255,Mr Nathaniel Sneyd,,1409,1,,1
26622,13255,Mr John Maxwell-Barry,,1391,1,,1
26674,13281,Mr Charles Brooke,,708,1,,1
26675,13281,Sir Robert Peel,,1664,1,,1
26643,13267,Mr Thomas Grosvenor,,703,0,627,1
26644,13267,Mr John Egerton,,1535,0,602,1
26645,13267,Sir Richard Brooke,,,0,575,0
26646,13267,Mr Edward Venables Townshend,,,0,537,0
26657,13272,Mr Charles Lennox,,1747,1,,1
26658,13272,Mr William Huskisson,,1230,1,,1
26290,13063,Mr Thomas Whitmore,,1324,1,,1
26291,13063,Mr Charles Cecil Cope Jenkinson,,1737,1,,1
27333,13657,Hon. Francis William Ogilvie-Grant,,783,1,,1
29143,14622,Mr William Elliot,,1007,1,,1
29144,14622,Mr George Ponsonby,,1152,1,,1
29082,14583,Sir James Montgomery,,999,1,,1
29089,14590,Sir John Owen,,1671,0,941,1
29090,14590,Mr John Henslegh Allen,,,0,480,0
29132,14615,Mr James Andrew John Lawrence Charles Drummond,,1715,0,75,1
29133,14615,Mr Thomas Graham,,1005,0,68,0
29125,14609,Sir David Wedderburn,,1269,1,,1
29098,14597,Mr John Owen,,1671,0,1529,1
29099,14597,Hon John Frederick Campbell,,,0,1344,0
29112,14603,Mr Henry Swann,,1220,0,163,1
29113,14603,Mr Philip Gell,,1577,0,151,1
29114,14603,Mr George Robert Hobart,,,0,116,0
29115,14603,Sir Christopher Hawkins,,,0,98,0
29116,14603,Hon Andrew James Cochrane Johnstone,,,0,1,0
27870,13952,Mr William Plumer,,843,1,,1
27178,13552,Mr Archibald Campbell-Colquhoun,,1550,1,,1
27932,13982,Mr George John Montagu,,856,1,,1
27933,13982,Mr William Henry Fellowes,,855,1,,1
26194,13010,Mr Charles Bragge Bathurst,,1723,1,,1
26195,13010,Mr Davies Giddy,,1322,1,,1
27878,13957,Mr William Beckford,,1426,1,,1
27879,13957,Mr Benjamin Hobhouse,,811,1,,1
27921,13977,Mr John Calvert,,854,1,,1
27922,13977,Mr Samuel Farmer,,1666,1,,1
27910,13971,Sir Arthur Leary Piggott,,1280,1,,1
27911,13971,Mr Robert Hurst,,1055,1,,1
26219,13025,Mr James Archibald Stuart Wortley,,646,1,,1
26220,13025,Mr John Otway Cuffe,,1654,1,,1
30150,15164,Mr George Smith,,937,1,,1
30151,15164,Mr Abel Smith,,1677,1,,1
30136,15155,Mr Clement Tudway,,1129,1,,1
30137,15155,Sir Charles William Taylor,,1130,1,,1
30172,15176,Mr George Ashburnham,,1581,1,,1
30173,15176,Mr William Lennox Bathurst,,6893,1,,1
30160,15169,Mr John Simpson,,1134,1,,1
30161,15169,Mr Cecil Weld-Forester,,1133,1,,1
30188,15187,Mr Charles Buller,,1846,1,,1
30189,15187,Mr Anthony Buller,,1845,1,,1
26148,12982,Mr Miles Peter Andrews,,637,1,,1
26795,13341,Lord William Lowther,,1652,1,,1
26796,13341,Mr John Lowther,,1392,1,,1
26781,13330,Mr William Bagwell,,721,1,,1
26773,13324,Mr Robert Stewart,,1284,1,,1
26774,13324,Mr Robert Curzon,,719,1,,1
26761,13318,Sir Edward O'Brien,,718,0,3349,1
26762,13318,Mr Augustine Fitzgerald,,1653,0,1855,1
26763,13318,Mr William Vesey Fitzgerald,,2130,0,1658,0
26814,13351,Mr Hart Davis,,1725,0,810,1
26815,13351,Mr Robert Thornton,,724,0,737,1
26816,13351,Mr Daniel Whittle Harvey,,2026,0,704,0
29224,14663,Mr Benjamin Lester Lester,,3133,1,,1
29225,14663,Mr Michael Angelo Taylor,,1458,1,,1
29205,14656,Mr Robert Pemberton Milnes,,1451,0,421,1
29206,14656,Mr Henry Lascelles,,1182,0,336,1
29207,14656,Mr John Savile,,1594,0,311,0
29208,14656,Mr Ellis Leckonby Hodgson,,,0,175,0
29259,14685,Mr Samuel Horrocks,,1235,0,1379,1
29260,14685,Mr Edmund Hornby,,1813,0,1368,1
29261,14685,Mr Edmund Hornby,,1813,0,727,0
29246,14678,Mr John Markham,,1020,1,,1
29247,14678,Sir Thomas Miller,,1453,1,,1
29234,14670,Mr Arthur Shakespeare,,1033,1,,1
28010,14017,Mr Robert Alexander Crickett,,1568,1,,1
28011,14017,Mr John Round,,1779,1,,1
27987,14003,Mr Charles Grant,,1707,1,,1
27996,14010,Mr Charles Grant,,863,1,,1
26159,12988,Mr William Clive,,638,1,,1
26160,12988,Mr John Robinson,,639,1,,1
28047,14033,Lord Henry Fitzgerald,,1569,1,,1
28048,14033,Mr Robert Latouche,,869,1,,1
28037,14028,Mr James Crosbie,,1780,1,,1
28038,14028,Mr Maurice Fitzgerald,,1482,1,,1
28056,14040,Mr Overington Blunden,,1781,0,37,1
28057,14040,Mr William Colles,,,0,6,0
28067,14047,Hon James Wandesford Butler,,6812,1,,1
28068,14047,Mr Frederick Cavendish Ponsonby,,1431,1,,1
27403,13700,Mr William Garrow,,1254,1,,1
27404,13700,Mr Mark Singleton,,1552,1,,1
30235,15211,Sir Francis Burdett,,936,1,,1
30236,15211,Mr Thomas Cochrane,,,1,,1
30265,15227,Mr Richard Nevill,,1145,1,,1
30254,15219,Mr John Pennington,,1311,1,,1
30255,15219,Mr Henry Cecil Lowther,,3230,1,,1
30311,15246,Mr John Murray,,1615,0,617,1
30312,15246,Mr Thomas Wallace,,849,0,430,1
30313,15246,Mr John Broadhurst,,1850,0,418,1
30314,15246,Mr Henry Trail,,1851,0,403,1
30315,15246,Mr Richard Augustus Tucker Steward,,,0,343,0
30316,15246,Mr William Williams,,,0,300,0
30317,15246,Mr Joseph Hume,,,0,2,0
30280,15236,Mr Robert Shapland Carew,,1848,1,,1
30281,15236,Sir Frederick Flood,,1849,1,,1
26256,13042,Mr Robert Haldane Bradshaw,,651,1,,1
26257,13042,Mr Henry Wrottesley,,1695,1,,1
26874,13383,Sir William Lemon,,729,1,,1
26875,13383,Mr John Hearle Tremayne,,1393,1,,1
28277,14156,Mr Charles Vereker,,900,0,139,1
28278,14156,Mr Henry Hartstonge Pery,,,0,27,0
26892,13390,Mr Peter Moore,,1195,1,,1
26893,13390,Mr Joseph Butterworth,,1750,1,,1
26306,13069,Mr George Pocock,,659,1,,1
26307,13069,Mr William Astell,,1531,1,,1
26862,13378,Mr James Bernard,,1495,0,2195,1
26863,13378,Mr Richard Hare,,1749,0,1724,1
26864,13378,Mr George Ponsonby,,1304,0,1031,0
26865,13378,Mr Nicholas Philpot Leader,,,0,171,0
27450,13731,Mr William Maule,,1252,1,,1
26387,13114,Lord Charles Fitzroy,,669,1,,1
26388,13114,Mr Frederick Thomas Hervey Foster,,1739,1,,1
26838,13367,Mr Henry Bankes,,726,1,,1
26839,13367,Mr Peter William Baker,,1170,1,,1
26850,13373,Mr Mountifort Longfield,,,0,918,1
26851,13373,Sir Nicholas Conway Colthurst,,1862,0,669,1
26852,13373,Mr Christopher Hely-Hutchinson,,728,0,639,0
26906,13396,Mr Joseph Pitt,,1752,1,,1
26907,13396,Mr Thomas Calley,,1751,1,,1
29344,14732,Mr Archibald Speirs,,1690,0,33,1
29345,14732,Mr Boyd Alexander,,,0,17,0
29319,14719,Mr Charles Shaw Lefevre,,1030,0,439,1
29320,14719,Mr John Simeon,,1360,0,391,1
29321,14719,Mr John Berkeley Monck,,2243,0,286,0
26933,13412,Mr Arthur Howe Holdsworth,,739,1,,1
26934,13412,Mr Edmund Pollexfen Bastard,,1754,1,,1
26914,13401,Mr Hugh Rose,,1753,1,,1
26923,13407,Sir John Lowther,,737,1,,1
26924,13407,Mr George Howard,,950,1,,1
29303,14709,Mr Richard Price,,1028,0,154,1
29304,14709,Mr Percival Lewis,,,0,38,0
29296,14704,Sir Robert Moorsom,,1710,1,,1
29297,14704,Mr John Osborn,,627,1,,1
29333,14726,Mr James Cocks,,1648,1,,1
29334,14726,Viscount Eastnor (John Somers Cocks),,1814,1,,1
29357,14741,Mr Robert Chaloner,,1682,1,,1
29358,14741,Mr Dudley North,,618,1,,1
28110,14071,Mr John Staniforth,,876,0,1446,1
28111,14071,Sir George William Denys,,1782,0,905,1
28112,14071,Mr Philip Henry Stanhope,,1368,0,364,0
28085,14059,Mr Thomas Bernard,,872,1,,1
28086,14059,Mr Hardress Lloyd,,1570,1,,1
28097,14066,Mr Horatio Walpole,,1662,1,,1
28098,14066,Sir Martin Browne Ffolkes,,874,1,,1
28142,14091,Lord John Townshend,,880,1,,1
28143,14091,Mr Charles Augustus Bennet,,1216,1,,1
28120,14077,Mr Henry Martin,,1305,0,43,1
28121,14077,Mr John Collis,,,0,4,0
28151,14096,Lord Archibald Hamilton,,882,1,,1
28129,14083,Mr James Dunlop,,1863,0,48,1
28130,14083,Mr William Dunop,,,0,30,0
26241,13034,Mr Peter Robert Drummond Burrell,,1718,0,291,1
26242,13034,Mr William Alexander Madocks,,649,0,263,1
26243,13034,Sir Abraham Hume,,,0,206,0
28160,14101,Mr John Blackburne,,884,1,,1
28161,14101,Mr Edward Smith Stanley,,1021,1,,1
28269,14150,Mr George Anson,,3061,1,,1
28270,14150,Mr George Granville Venables Vernon,,1434,1,,1
26127,12972,Mr George Baillie,,634,1,,1
28173,14106,Mr John Fenton-Cawthorne,,1345,1,,1
28174,14106,Mr Gabriel Doveton,,1784,1,,1
25810,12775,Mr Henry Dawkins,,1385,1,,1
25811,12775,Mr Henry Fynes,,1277,1,,1
25801,12770,Sir George Bowyer,,1576,0,112,1
25802,12770,Mr Richard Marnell,,,0,11,0
26267,13048,Mr William Wilberforce,,1181,1,,1
26268,13048,Mr John Irving,,1386,1,,1
30375,15278,Mr James Henry Keith Stewart,,1852,1,,1
27350,13674,Mr Richard Magenis,,1764,1,,1
30364,15270,Sir Robert Holt Leigh,,1154,1,,1
30365,15270,Mr John Hodson,,1153,1,,1
30403,15297,Mr Richard Godolphin Long,,1490,1,,1
30404,15297,Mr Paul Methuen,,1853,1,,1
26088,12956,Mr George Percy,,629,1,,1
26089,12956,Mr Josceline Percy,,1381,1,,1
30392,15291,Mr Charles Herbert,,1613,1,,1
30393,15291,Mr Ralph Sheldon,,1240,1,,1
30380,15283,Mr William Stewart,,1219,0,24,1
30381,15283,Mr James Hunter-Blair,,1959,0,19,0
30417,15304,Lord William John Frederick Powlett,,1854,1,,1
30418,15304,Mr Calverley Bewicke,,1371,1,,1
30429,15311,Sir Richard Grace Gamon,,1163,0,79,1
30430,15311,Mr Richard Meyler,,1855,0,56,1
30431,15311,Mr Henry Baring,,,0,33,0
26987,13446,Sir Thomas Dyke Acland,,1755,0,840,1
26988,13446,Mr John Pollexfen Bastard,,747,0,823,1
26989,13446,Mr Samuel Colleton Graves,,,0,19,0
26177,12998,Mr William Kenrick,,1321,1,,1
26178,12998,Sir Charles Talbot,,1215,1,,1
26979,13442,Mr Joshua Smith,,746,1,,1
26980,13442,Mr Thomas Grimston Bucknall-Estcourt,,1248,1,,1
27170,13545,Sir William Johnstone Hope,,1226,1,,1
26968,13436,Lord George Augustus Henry Cavendish,,744,1,,1
26969,13436,Mr Edward Miller Mundy,,743,1,,1
26948,13424,Sir Watkin Williams Wynn,,2937,1,,1
28611,14323,Mr Thomas Taylour,,1797,1,,1
28612,14323,Sir Marcus Somerville,,11028,1,,1
28253,14143,Mr Thomas Read Kemp,,1700,0,313,1
28254,14143,Sir George Shiffner,,1709,0,164,1
28255,14143,Mr James Scarlett,,,0,153,0
27034,13471,Mr William Morton Pitt,,753,1,,1
27035,13471,Mr Edward Berkeley Portman,,645,1,,1
27254,13605,Sir Ronald Crauford Ferguson,,1406,1,,1
27018,13462,Mr Charles Henry Bouverie,,1699,1,,1
27019,13462,Mr Robert Williams,,1538,1,,1
27003,13453,Sir James Stewart,,749,1,,1
27004,13453,Mr George Vaughan Hart,,1756,1,,1
29384,14754,Sir Thomas Boulden Thompson,,1596,1,,1
29385,14754,Mr John Calcraft,,1122,1,,1
29442,14791,Mr Thomas Phillipps Lamb,,1815,1,,1
29443,14791,Sir Henry Sullivan,,1789,1,,1
26040,12924,Lord John Thynne,,621,1,,1
26041,12924,General Charles Palmer,,1636,1,,1
29398,14761,Mr Arthur French,,12913,1,,1
29399,14761,Mr Stephen Mahon,,1456,1,,1
29427,14781,Mr Charles Noel,,1649,1,,1
29428,14781,Sir Gilbert Heathcote,,904,1,,1
29407,14767,Mr William Frederick Mackenzie,,1865,0,29,1
29408,14767,Sir Charles Lockhart-Ross,,1040,0,12,0
29415,14773,Mr Gilbert Elliot-Murray-Kynynmound,,1866,0,65,1
29416,14773,Sir Alexander Don,,1912,0,58,0
28223,14129,Mr John Latouche,,761,0,2961,1
28224,14129,Mr Henry John Clements,,1262,0,1997,1
28225,14129,Mr Luke White,,2137,0,1342,0
28209,14123,Mr George Anthony Legh-Keck,,891,1,,1
28210,14123,Lord Robert William Manners,,1051,1,,1
28198,14118,Mr Samuel Smith,,889,0,1116,1
28199,14118,Mr Thomas Babington,,890,0,967,1
28200,14118,Mr William Roscoe,,,0,412,0
28293,14163,Mr Windham Henry Wyndham Quin,,1435,1,,1
28294,14163,Mr William Odell,,11032,1,,1
28307,14169,Mr John Nicholas Fazakerley,,1788,1,,1
28308,14169,Sir Henry Sullivan,,1789,1,,1
26069,12942,Mr Francis Pym,,1312,1,,1
26070,12942,Mr Francis Russell,,1663,1,,1
25876,12818,Hon. John Bruce Richard O'Neill,,605,1,,1
25877,12818,Mr Francis Charles Seymour-Conway,,906,1,,1
25825,12785,Mr James Stevenson Blackwood,,1622,0,41,1
25826,12785,Mr Andrew Strahan,,1123,0,41,1
25827,12785,Mr James Cranbourne Strode,,,0,16,0
25828,12785,Mr Justinian Casamajor,,,0,16,0
25849,12797,Mr Thomas Assheton Smith,,601,1,,1
25850,12797,Hon. Newton Fellowes,,602,1,,1
25857,12803,Mr Berkeley Thomas Paget,,1520,1,,1
25863,12809,Sir John Anstruther,,1704,1,,1
25888,12825,Mr John Courtenay,,606,1,,1
25889,12825,Mr James Lowther,,1144,1,,1
25897,12832,Lord John Douglas Edward Henry Campbell,,608,1,,1
25902,12837,Mr Patrick Duigenan,,,1,,1
30446,15319,Mr Edward Disbrowe,,1373,1,,1
30447,15319,Mr John Ramsbottom,,3243,1,,1
30511,15353,Mr William Beauchamp Lygon,,1300,1,,1
30512,15353,Mr William Henry Lyttelton,,1492,1,,1
30495,15345,Mr Abraham Robarts,,1171,0,1248,1
30496,15345,Mr William Gordon,,1514,0,939,1
30497,15345,Mr George William Coventry,,1963,0,855,0
30475,15336,Mr John Attersoll,,1716,1,,1
30476,15336,Mr James Kibblewhite,,1857,1,,1
30460,15326,Sir Henry Watkin Dashwood,,1167,1,,1
30461,15326,Mr William Thornton,,1856,1,,1
27127,13521,Mr Henry Grattan,,1263,1,,1
27128,13521,Sir Robert Shaw,,1225,1,,1
25995,12896,Mr Frederick Sylvester North Douglas,,1730,1,,1
27111,13513,Mr Andrew Foley,,759,1,,1
27112,13513,Sir Thomas Edward Winnington,,1542,1,,1
29484,14815,Mr Matthew Russell,,1047,1,,1
29485,14815,Mr Michael George Prendergast,,1668,1,,1
27061,13483,Mr Robert Stewart,,1284,0,55,1
27062,13483,Mr John Meade,,1249,0,52,1
27063,13483,Mr Eldred Curwen Pottinger,,,0,13,0
27101,13507,Mr Henry Meade Ogle,,1402,1,,1
29561,14849,Mr Charles Merrik Burrell,,3163,1,,1
29562,14849,Mr Timothy Shelley,,1058,1,,1
29536,14839,Mr William Eliott-Lockhart,,1462,1,,1
29527,14833,Mr John Leach,,1316,0,77,1
29528,14833,Mr Charles Rose Ellis,,1052,0,75,1
29529,14833,Mr Thomas Bowes,,,0,40,0
29497,14821,Mr Joseph Marryatt,,1816,1,,1
29498,14821,Sir Joseph Sidney Yorke,,1817,1,,1
27088,13498,Sir Thomas Plumer,,1540,1,,1
27089,13498,Mr Charles Henry Bouverie,,1699,1,,1
27073,13489,Mr Charles Stewart Hawthorne,,756,0,158,1
27074,13489,Mr John Wilson Croker,,,0,122,0
28365,14201,Mr William Eliot,,908,1,,1
28366,14201,Mr Charles Philip Yorke,,681,1,,1
27154,13532,Mr William Conyngham Plunket,,1757,1,,1
27140,13526,Mr Hans Hamilton,,,1,,1
27141,13526,Mr Richard Wogan Talbot,,1543,1,,1
29509,14827,Mr Edmund Phipps,,1050,1,,1
29510,14827,Sir Charles Manners Sutton,,1461,1,,1
28349,14193,Lord Henry Seymour Moore,,1358,1,,1
28343,14187,Mr Alexander Hope,,3071,1,,1
28333,14181,Sir John Buchanan Riddell,,1783,1,,1
28381,14206,Mr George Canning,,1114,0,1631,1
28382,14206,Mr Isaac Gascoyne,,910,0,1532,1
28383,14206,Mr Henry Peter Brougham,,,0,1131,0
28384,14206,Mr Thomas Creevey,,,0,1068,0
28385,14206,Mr Banastre Tarleon,,909,0,11,0
28420,14225,Sir Thomas Fetherston,,11030,1,,1
28421,14225,Lord George John Forbes,,1437,1,,1
28408,14218,Mr Charles William Stewart,,11031,1,,1
28409,14218,Mr William Ponsonby,,1790,1,,1
28399,14212,Sir George Fitzgerald Hill,,911,1,,1
30558,15385,Mr Lawrence Dundas,,1180,1,,1
30559,15385,Sir Mark Masterman-Sykes,,1617,1,,1
30578,15396,Sir John Keane,,1628,0,116,1
30579,15396,Hon William Francis Spencer Ponsonby,,,0,27,0
30570,15390,Viscount Milton (Charles William Wentworth Fitzwilliam),,1441,1,,1
30571,15390,Mr Henry Lascelles,,1182,1,,1
29609,14877,Mr Charles O'Hara,,,1,,1
29610,14877,Mr Edward Synge Cooper,,1465,1,,1
29688,14908,Sir Walter Stirling,,1602,0,155,1
29689,14908,Mr William Pole Tylney Long Wellesley,,1823,0,154,1
29690,14908,Mr Samuel Stephens,,1469,0,149,0
29691,14908,Mr Joseph Birch,,,0,136,0
29598,14869,Mr George Canning II,,1114,1,,1
29621,14883,Mr William Dickinson,,915,1,,1
29622,14883,Mr William Gore Langton,,1820,1,,1
29652,14895,Mr Charles Calvert,,1821,0,2180,1
29653,14895,Mr Henry Thornton,,1067,0,1804,1
29654,14895,Mr William Jones Burdett,,,0,542,0
29670,14902,Mr Joseph Thompson Halsey,,1601,0,359,1
29671,14902,Mr Christopher Smith,,1822,0,357,1
29672,14902,Mr Daniel Giles,,775,0,289,0
29634,14888,Mr Arthur Atherley,,1466,0,465,1
29635,14888,Mr George Henry Rose,,1066,0,385,1
